show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3657,TV Show,Rookie Historian Goo Hae-Ryung,,"Shin Sae-kyeong, Cha Eun-woo, Park Ki-woong, Lee Ji-hoon, Park Ji-hyun, Gong Jung-hwan, Kim Min-sang, Choi Duk-mun, Kim Yeo-jin",South Korea,"July 18, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",El espíritu libre Goo Hae-ryung se embarca en una nueva vida como erudita en la corte real de Joseon después de enterarse de un puesto gubernamental para mujeres historiadoras.
s3658,Movie,Secret Obsession,Peter Sullivan,"Brenda Song, Mike Vogel, Dennis Haysbert, Ashley Scott, Paul Sloan, Daniel Booko",United States,"July 18, 2019",2019,TV-14,98 min,Thrillers,"Cuando Jennifer se despierta con amnesia después de un ataque traumático, su cariñoso marido se preocupa por ella. Pero pronto se da cuenta de que el peligro está lejos de terminar."
s3659,Movie,Mauli,Aditya Sarpotdar,"Riteish Deshmukh, Saiyami Kher, Jitendra Joshi, Siddarth Jadhav, Shrikant Yadav, Vijay Nikam, Umesh Jagtap, Usha Naik, Girija Oak, Genelia D'Souza",India,"July 17, 2019",2018,TV-14,136 min,"Action & Adventure, Dramas, International Movies",Un oficial de policía poco convencional se enfrenta a una banda de matones mientras intenta poner orden en la remota aldea en la que ha estado destinado.
s3660,TV Show,Pinky Malinky,,"Lucas Grabeel, Nathan Kress, Diamond White, Danny Jacobs, Retta, Colleen Smith, Vargus Mason, Lauren Tom, Robbie Daymond, Grey Griffin",United States,"July 17, 2019",2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","Pinky Malinky ve el lado bueno de todo, incluido haber nacido siendo un hot dog. Con sus mejores amigos a cuestas, esta pequeña salchicha le da un mordisco a la vida."
s3661,TV Show,Unrequited Love,,"Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui",China,"July 17, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Una atracción secreta complicada y unilateral repercute en las vidas de una estudiante de modales apacibles y su apuesto compañero de clase.
s3662,Movie,Bogda,Nisheeta Keni,"Suhas Joshi, Mrunmayee Deshpande, Rohit Kokate, Ajinkya Bhosale, Jayant Gadekar, Vivekanand Walake, Pallavi Malvade, Nirmala Tikam",India,"July 16, 2019",2018,TV-PG,161 min,"Dramas, International Movies","Una aspirante a bailarina acompaña a su madre, enferma terminal, en un último viaje por carretera que, alternativamente, tensa y fortalece su complicada relación."
s3663,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",Daniel Gray Longino,"David Harbour, Alex Ozerov, Kate Berlant, Mary Woronov, Alfred Molina, Heather Lawless, Michael Lerner, Marion Van Cuyck, Bridey Elliott, O-Lan Jones, Lidia Porto, Graham Wagner, Randolph Thompson",United States,"July 16, 2019",2019,TV-14,32 min,Comedies,"Cuando el actor David Harbour encuentra imágenes perdidas de la desastrosa obra de teatro televisada de su padre sobre un clásico literario, descubre impactantes secretos familiares."
s3664,TV Show,Angel Beats!,,"Hiroshi Kamiya, Harumi Sakurai, Kana Hanazawa, Eri Kitamura, Ryohei Kimura, Takahiro Mizushima, Shun Takagi, Fuko Saito, Yui Makino, Hiro Masuda, Michael Rivas, Eiichiro Tokumoto, Yumiko Kobayashi, Hiroki Touchi, Miyuki Sawashiro, Chie Matsuura, Kana Asumi, Emiri Kato",Japan,"July 15, 2019",2010,TV-PG,1 Season,"Anime Series, International TV Shows","En una escuela secundaria que es una estación de paso hacia la otra vida, un adolescente queda atrapado en la batalla por los derechos de aquellos en este mundo purgatorio."
s3665,TV Show,Anohana: The Flower We Saw That Day,,"Miyu Irino, Ai Kayano, Haruka Tomatsu, Takahiro Sakurai, Saori Hayami, Takayuki Kondo, Mitsuru Ogata, Mutsumi Tamura, Asami Seto, Aki Toyosaki, Kaoru Mizuhara, Yui Makino",Japan,"July 15, 2019",2011,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows",Un adolescente perseguido por el espíritu de un viejo amigo convoca a los otros miembros de su club de la infancia para ayudar a cumplir el último deseo de la niña.
s3666,TV Show,God Eater,,"Ryuichi Kijima, Hiroaki Hirata, Kazuya Nakai, Sayaka Ohara, Daisuke Sakaguchi, Maaya Sakamoto",Japan,"July 15, 2019",2015,TV-14,1 Season,"Anime Series, International TV Shows",Un enemigo inmune a las armas convencionales ha provocado el colapso de la civilización y la única esperanza de la humanidad reside en una nueva arma viviente: el Dios Arco.
s3667,TV Show,GRANBLUE FANTASY the Animation,,"Yuki Ono, Nao Toyama, Rie Kugimiya, Miyuki Sawashiro, Hiroaki Hirata, Yukari Tamura, Kazuhiro Yamaji, Rie Tanaka, Emiri Kato, Tomokazu Sugita, Kanae Ito",Japan,"July 15, 2019",2017,TV-PG,1 Season,"Anime Series, International TV Shows","En un mundo donde las islas flotan en el cielo, Gran se encuentra con una chica misteriosa buscada por el Imperio Erste por su capacidad para convocar Bestias Primordiales."
s3668,TV Show,3Below: Tales of Arcadia,,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",United States,"July 12, 2019",2019,TV-Y7,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Después de un aterrizaje forzoso en la Tierra, dos extraterrestres adolescentes reales que huyen luchan por mezclarse con los humanos mientras evaden a los cazarrecompensas intergalácticos."
s3669,Movie,4L,Gerardo Olivares,"Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos, Arturo Valls, Enrique San Francisco, Francesc Garrido, Eric Nguyen",Spain,"July 12, 2019",2019,TV-MA,105 min,"Comedies, Dramas, Independent Movies","Con la esperanza de reunirse con un amigo moribundo, dos viejos amigos recrean su viaje por el desierto desde España a Mali, trayendo consigo a su hija separada."
s3670,TV Show,Bonus Family,,"Vera Vitali, Erik Johansson, Fredrik Hallgren, Petra Mede, Frank Dorsin, Jacob Lundqvist, Amanda Lindh, Marianne Mörck, Barbro Svensson, Ann Petrén, Johan Ulveson, Leo Razzak, Felix Engström",Sweden,"July 12, 2019",2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas","Una nueva pareja, sus ex y sus hijos afrontan los desafíos emocionales y la complicada logística de la vida familiar mixta en esta comedia dramática sueca."
s3671,Movie,Cities of Last Things,Wi Ding Ho,"Jack Kao, Lee Hong-chi, Louise Grinberg, Huang Lu, Ding Ning","Taiwan, China, France, United States","July 12, 2019",2018,TV-MA,106 min,"Dramas, Independent Movies, International Movies","En una historia distópica que se desarrolla en cronología inversa, un hombre con un pasado complicado se venga de las personas que le hicieron daño hace décadas."
s3672,TV Show,Extreme Engagement,,"Tim Noonan, PJ Madam",,"July 12, 2019",2019,TV-MA,1 Season,"International TV Shows, Reality TV",Una pareja comprometida viaja por el mundo durante un año para explorar las costumbres matrimoniales en diversas culturas. ¿El viaje los acercará o los separará?
s3673,Movie,Kidnapping Stella,Thomas Sieben,"Max von der Groeben, Jella Haase, Clemens Schick",Germany,"July 12, 2019",2019,TV-MA,90 min,"Dramas, International Movies, Thrillers","Arrebatada de la calle y retenida para pedir rescate, una mujer atada y amordazada utiliza sus poderes limitados para descarrilar los planes cuidadosamente trazados por sus dos secuestradores enmascarados."
s3674,TV Show,One Spring Night,,"Han Ji-min, Jung Hae-in, Kim Jun-han, Yim Sung-eon, Song Seung-hwan, Kil Hae-yeon, Lee Moo-saeng, Kim Chang-wan",South Korea,"July 12, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Cuando Lee Jeong-in y Yu Ji-ho se conocen, sucede algo inesperado. O simplemente puede ser que la primavera esté en el aire y todo es posible."
s3675,TV Show,PILI Fantasy: War of Dragons,,"Wang Hsi-hua, Lai Wei, Zhang Yu-quan, Chen Yu-kuan, Gao Ming-xiao, Tian Zhi-jie, Li Xiang-yu, Guo Ya-zhen, Zhan Yi-chun, Ye Yu-jia",,"July 12, 2019",2019,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","Mientras la agitación se cierne sobre el Mundo Marcial y las Ocho Maravillas del Dragón Maligno desata fuerzas oscuras, ¿quién surgirá como la nueva leyenda guerrera?"
s3676,Movie,Point Blank,Joe Lynch,"Frank Grillo, Anthony Mackie, Marcia Gay Harden, Teyonah Parris, Boris McGiver, Christian Cooke, Markice Moore","France, United States","July 12, 2019",2019,TV-MA,87 min,Action & Adventure,"Para salvar a su esposa embarazada, una enfermera de la sala de emergencias se asocia involuntariamente con un sospechoso de asesinato herido en una carrera contra el tiempo y policías renegados."
s3677,Movie,The Milk System,Andreas Pichler,,"Germany, Italy","July 12, 2019",2017,TV-14,91 min,"Documentaries, International Movies","Agricultores, científicos y expertos de la industria profundizan en los costos ocultos y las consecuencias de la producción láctea mundial y ofrecen posibles soluciones."
s3678,TV Show,True Tunes,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux",,"July 12, 2019",2019,TV-Y,1 Season,Kids' TV,True y sus amigos están lanzando ritmos dulces y tontos con videos musicales recién modernos ambientados con los sonidos de canciones infantiles clásicas.
s3679,Movie,Parchís: the Documentary,Daniel Arasanz,,Spain,"July 11, 2019",2019,TV-14,106 min,"Documentaries, International Movies, Music & Musicals","El foco de atención está en Parchís, una banda española de chicos y chicas creada por una compañía discográfica que tuvo un éxito sin precedentes con canciones Top 10 y películas exitosas en los años 80."
s3680,Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,Aziz Ansari,United States,"July 9, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"En un especial de comedia dirigido por Spike Jonze, Aziz Ansari comparte profundos conocimientos personales y divertidas interpretaciones sobre el despertar, la familia y el clima social."
s3681,TV Show,Free Rein,,"Jaylen Barron, Manpreet Bambra, Celine Buckens, Freddy Carter, Caroline Ford, Natalie Gumede, Bruce Herbelin-Earle, Noah Huntley, Kerry Ingram, Paul Luebke, Geoffrey McGivern, Navia Ziraili Robinson, Milo Twomey, Carla Woodcock",United States,"July 6, 2019",2019,TV-G,3 Seasons,"British TV Shows, Kids' TV, TV Dramas","Una joven de 15 años de Los Ángeles pasa el verano en la casa de la infancia de su madre en una isla frente a la costa de Inglaterra, donde se une a un misterioso caballo."
s3682,Movie,"River, el más grande siempre","Marcelo Altmark, Mariano Mucci, Luis A. Scalella",,Argentina,"July 5, 2019",2019,TV-G,105 min,"Documentaries, International Movies, Sports Movies","Experimente lo más destacado de la larga historia del equipo de fútbol argentino Club Atlético River Plate, desde su desarrollo inicial hasta sus principales victorias."
s3683,TV Show,The Legend of White Snake,,"Yu Menglong, Ju Jingyi, Pei Zitian, Xiao Yan, Nie Zihao, Yu Lang",China,"July 5, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","En esta nueva versión de un cuento clásico, un antiguo espíritu serpiente se transforma en una hermosa mujer y se enamora de un médico que desconoce su verdadera forma."
s3684,Movie,Cristina,Michèle Ohayon,,United States,"July 4, 2019",2016,TV-14,40 min,Documentaries,"En este breve documental, Cristina, de 37 años, lucha valientemente contra el cáncer mientras hace todo lo posible para animar a otros a vivir el momento."
s3685,TV Show,Kakegurui,,"Minami Hamabe, Mahiro Takasugi, Aoi Morikawa",,"July 4, 2019",2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers","Yumeko Jabami se inscribe en la Academia Privada Hyakkaou, donde los estudiantes son clasificados según sus ganancias en el juego y la fama y la fortuna esperan a los que están en la cima."
s3686,TV Show,Stranger Things,,"Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Cara Buono, Noah Schnapp, Matthew Modine, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin",United States,"July 4, 2019",2019,TV-14,3 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","Cuando un niño desaparece, un pequeño pueblo descubre un misterio que involucra experimentos secretos, fuerzas sobrenaturales aterradoras y una niña extraña."
s3687,TV Show,The Last Czars,,"Robert Jack, Susanna Herbert, Ben Cartwright, Oliver Dimsdale, Gavin Mitchell, Elsie Bennett, Bernice Stegers",United States,"July 3, 2019",2019,TV-MA,1 Season,"Docuseries, TV Dramas","Cuando la agitación social arrasa Rusia a principios del siglo XX, el zar Nicolás II se resiste al cambio, provocando una revolución y poniendo fin a una dinastía."
s3688,TV Show,Yummy Mummies,,"Lorinska Merrington, Jane Scandizzo, Rachel Watts, Maria DiGeronimo",Australia,"July 3, 2019",2019,TV-MA,2 Seasons,"International TV Shows, Reality TV",Es un drama en Australia cuando las mujeres embarazadas con buena apariencia de modelo y estilos de vida lujosos hacen todo lo posible para prepararse para sus recién llegados.
s3689,TV Show,Bangkok Love Stories: Objects of Affection,,"Apinya Sakuljaroensuk, Kanokchat Munyadon, Gyeon Seo, Nalin Hohler, Thongpoom Siripipat, Chinawut Indracusin, Preeyada Sitthachai, Akarin Akaranitimaytharatt, Adul Charoenrasameekiat, Kanlaya Lertkasemsup",Thailand,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Un amable reparador de computadoras se enamora de una astuta artista de graffiti cuyo trastorno de personalidad múltiple empeora después de ser testigo de un doble asesinato.
s3690,TV Show,Bangkok Love Stories: Plead,,"Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo, Sutthatip Wutichaipradit, Cholsawas Tiewwanichkul, Surapol Poonpiriya, Hattaya Wongkrachang",Thailand,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","En el barrio chino de Bangkok, un enérgico experto en marketing digital se enamora de una adivina ciega, pero su amor está predestinado a terminar en desastre."
s3691,TV Show,Designated Survivor: 60 Days,,"Ji Jin-hee, Lee Jun-hyuk, Heo Jun-ho, Kang Han-na, Bae Jong-ok, Kim Gyu-ri, Son Suk-ku, Choi Yoon-young, Lee Moo-saeng",South Korea,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","Cuando la Asamblea Nacional sufre un ataque catastrófico, el Ministro de Medio Ambiente, Park Mu-jin, debe encontrar una manera de guiar a Corea a través del caos resultante."
s3692,TV Show,DreamWorks Kung Fu Panda Awesome Secrets,,"Jack Black, Dustin Hoffman, Dennis Haysbert, Paul Scheer, Randall Duk Kim, David Cross, Jessica DiCicco, Jaycee Chan, Angelina Jolie, Seth Rogen, Tony Leondis",United States,"July 1, 2019",2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","En este par de aventuras, Po cuenta la historia de cómo los maestros Thundering Rhino, Storming Ox y Croc se conocieron y asumieron el mayor desafío de Shifu hasta el momento."
s3693,TV Show,Hatchimals | Adventures in Hatchtopia,,"Sam Vincent, Kira Tozer, Andrea Libman",United States,"July 1, 2019",2018,TV-Y,2 Seasons,Kids' TV,"Estas divertidas criaturas nacen de sus caparazones y difunden amistad, risas y lecciones de vida en la tierra de Hatchtopia."
s3694,Movie,Katherine Ryan: Glitter Room,Linda Mendoza,Katherine Ryan,United States,"July 1, 2019",2019,TV-MA,66 min,Stand-Up Comedy,"Recién salida de una gira, la comediante Katherine Ryan comparte astutas observaciones sobre los matones escolares, los cuerpos de venganza y la crianza de un niño muy elegante."
s3695,TV Show,Molang,,Bruno Guéraçague,France,"July 1, 2019",2015,TV-Y,1 Season,Kids' TV,"Un conejito imaginativo y de gran corazón y su amiga, una chica tímida, exploran las alegrías cotidianas de su mundo de colores pastel."
s3696,TV Show,Rabbids Invasion,,"Damien Laquet, David Gasman, Barbara Scaff",France,"July 1, 2019",2018,TV-Y7,1 Season,"Kids' TV, TV Comedies","Conejos gigantes y revoltosos han invadido el mundo y están causando estragos. Pero habrá que acostumbrarse a ellos, ¡porque no van a ninguna parte!."
s3697,TV Show,Record of Grancrest War,,"Kentaro Kumagai, Akari Kito, Yuichi Nakamura, Reina Ueda, Satoshi Hino, Yoshitsugu Matsuoka, Natsumi Takamori, Ai Kayano, Takahiro Sakurai, Wataru Hatano, Yuichi Iguchi, Minori Suzuki, Megumi Nakajima, Yuhko Kaida, Chika Anzai, Yumi Uchiyama, Kaede Hondo, Satoshi Mikami, Ayane Sakura, Ari Ozawa, Tatsuhisa Suzuki, Hiro Shimono",Japan,"July 1, 2019",2018,TV-MA,1 Season,"Anime Series, International TV Shows","La maga solitaria Siluca deambula por la tierra de Atlatan, disgustada por su codiciosa nobleza. Cuando conoce al caballero andante Theo, ve una oportunidad para crear la paz."
s3698,Movie,War Against Women,Hernán Zin,,"United States, Spain","July 1, 2019",2013,TV-MA,61 min,"Documentaries, International Movies","Filmado durante tres años en 10 países, este documental da voz a las mujeres que han sido víctimas de la violencia sexual como arma de guerra."
s3699,Movie,Inhuman Kiss,Sittisiri Mongkolsiri,"Phantira Pipityakorn, Oabnithi Wiwattanawarang, Sapol Assawamunkong, Surasak Vongthai, Sahatchai 'Stop' Chumrum, Sahajak Boonthanakit, Makorn Supinacharoen, Sasithorn Panichnok",Thailand,"June 30, 2019",2019,TV-MA,122 min,"Horror Movies, International Movies, Romantic Movies",Una adolescente queda atrapada entre los afectos de dos amigos de la infancia mientras lucha contra el demonio sediento de sangre dentro de ella que se manifiesta por la noche.
s3700,Movie,Romeo Akbar Walter,Robbie Grewal,"John Abraham, Jackie Shroff, Mouni Roy, Sikander Kher, Raghuvir Yadav, Alka Amin, Rajesh Shringarpure, Anil George",India,"June 30, 2019",2019,TV-14,141 min,"Dramas, International Movies, Thrillers","En 1971, el Ala de Investigación y Análisis de la India contrata al hijo de un mayor del ejército caído para que sirva como agente encubierto en Pakistán en el período previo a la guerra."
s3701,TV Show,Scare Tactics,,"Tracy Morgan, Lauren Ash",United States,"June 30, 2019",2011,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror","En este macabro pero hilarante programa de cámara oculta de Syfy, amigos y familiares traviesos preparan a víctimas desprevenidas para realizarles bromas elaboradas que utilizan maquillaje de alta calidad y efectos especiales para desatar sus peores miedos."
s3702,Movie,Super Deluxe,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan, Mysskin, Gayathrie, Ashwanth Ashok Kumar, Bagavathi Perumal",India,"June 29, 2019",2019,TV-MA,176 min,"Comedies, Dramas, International Movies","Sexo, estigma y espiritualidad se fusionan en estas excéntricas historias de una adolescente angustiada, una esposa infiel y una mujer transgénero que regresa a su pasado."
s3703,TV Show,Dope,,,United States,"June 28, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries","Filmada desde las perspectivas de los traficantes, los usuarios y la policía, esta vívida serie ofrece una mirada estimulante a la guerra contra las drogas."
s3704,Movie,El testigo,Kate Horne,Jesús Abad Colorado,"Colombia, Peru, United Kingdom","June 28, 2019",2018,TV-14,73 min,"Documentaries, International Movies",El fotoperiodista colombiano Jesús Abad Colorado comparte las historias detrás de una serie de fotografías de la guerra civil que capturó a lo largo de los años 80 y 90.
s3705,TV Show,Exhibit A,,,United States,"June 28, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, Science & Nature TV","Esta serie de crímenes reales muestra cómo personas inocentes han sido condenadas con técnicas y herramientas forenses dudosas, como el ADN táctil y perros cadáveres."
s3706,TV Show,Instant Hotel,,"Luke Jacobz, Juliet Ashworth",Australia,"June 28, 2019",2019,TV-MA,2 Seasons,"International TV Shows, Reality TV",Equipos de propietarios australianos compiten por el título de mejor hotel instantáneo pasando la noche en los alquileres de cada uno y calificando su experiencia.
s3707,Movie,La Leyenda del Diamante,Roberto Girault Facha,"Ana Layevska, Alex Sirvent, Paulina Goto, Fernando Estrada, Alejandro Oliva, David Villegas, Xavier Cervantes, Cuauhtémoc Duque, Karyme Lozano, Rodrigo Treviño",Mexico,"June 28, 2019",2017,TV-MA,87 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Cuando una rebelde armada intenta rescatar a su hermana secuestrada, se encuentra contra un desesperado muy temido y un guardián maldito de un tesoro."
s3708,TV Show,Motown Magic,,,"Australia, United States","June 28, 2019",2019,TV-Y,2 Seasons,"Kids' TV, TV Sci-Fi & Fantasy","El niño imaginativo Ben transforma su ciudad dándole vida al colorido arte callejero, armado con un pincel mágico y los sonidos clásicos de Motown."
s3709,TV Show,Paquita Salas,,"Brays Efe, Belén Cuesta, Lidia San José, Álex de Lucas, Mariona Terés",Spain,"June 28, 2019",2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Paquita, una de las mejores agentes de talentos de España en los años 90, ahora se encuentra buscando desesperadamente nuevas estrellas después de perder repentinamente a su mayor cliente."
s3710,Movie,ANIMA,Paul Thomas Anderson,Thom Yorke,United Kingdom,"June 27, 2019",2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals","En un cortometraje musical dirigido por Paul Thomas Anderson, Thom Yorke de Radiohead protagoniza una pieza visual alucinante. Mejor tocado en voz alta.."
s3711,TV Show,Answer for Heaven,,"Sunny Suwanmethanont, Kan Kantathavorn, Pattarasaya Kreuasuwansri, Chayanan Manomaisantiphap, Suwaphat Techaviriyawong, Prachakorn Piyasakulkaew, Nattarika Thampridanant, Michael Shaowanasai, Pattanachai Adirek",,"June 27, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",Un ángel cae a la tierra para investigar por qué los humanos hacen menos buenas obras y se encuentra con un duro reportero criminal y su equipo de noticias.
s3712,Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",Daniel Sosa,Mexico,"June 27, 2019",2019,TV-MA,55 min,Stand-Up Comedy,"En su segundo especial de stand-up, Daniel Sosa recuerda su infancia, reflexiona sobre las tradiciones mexicanas y señala un problema importante de ""Coco""."
s3713,Movie,Hikaru Utada Laughter in the Dark Tour 2018,,Hikaru Utada,Japan,"June 26, 2019",2018,TV-PG,141 min,"International Movies, Music & Musicals","Celebrando los veinte años desde su debut, Hikaru Utada sube al escenario de Makuhari Messe para la presentación final de su gira Laughter in the Dark."
s3714,Movie,Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen",India,"June 26, 2019",2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers","Embarazada y sola en la ciudad de Calcuta, una mujer comienza una búsqueda incesante de su marido desaparecido, sólo para descubrir que nada es lo que parece..."
s3715,Movie,Unbroken,Svati Chakravarty Bhatkal,,India,"June 26, 2019",2019,TV-14,109 min,"Documentaries, International Movies","Después de los brutales asesinatos de sus seres queridos, tres personas comparten cómo se curaron a través del perdón en este documental presentado por Aamir Khan."
s3716,Movie,Mike Epps: Only One Mike,Kevin Bray,Mike Epps,United States,"June 25, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"En un crudo especial de comedia, Mike Epps mezcla todo mientras aborda la conducta sexual inapropiada, la educación especial, el envejecimiento de partes del cuerpo y mucho más."
s3717,TV Show,Forest of Piano,,"Soma Saito, Junichi Suwabe, Natsuki Hanae, Yuichi Nakamura, Kenn, Aoi Yuki, Mariya Ise, Katsuyuki Konishi, Toshiyuki Toyonaga, Koji Yusa, Hiroshi Yanaka, Ryoko Shiraishi, Yo Taichi, Marie Miyake, Ryo Hirohashi, Motoko Kumai, Maaya Sakamoto, Hideyuki Tanaka, Bin Shimada",Japan,"June 24, 2019",2019,TV-14,2 Seasons,"Anime Series, International TV Shows",Kai crece tocando un viejo piano abandonado en el bosque; El padre de Shuhei es un pianista famoso. Su encuentro casual transforma sus vidas y su música.
s3718,Movie,Triple Threat,"Jesse V. Johnson, Jesse Johnson","Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Celina Jade, Michael Bisping, Michael Jai White, JeeJa Yanin, Dominiquie Vandenberg","Thailand, China, United States","June 22, 2019",2019,R,96 min,"Action & Adventure, International Movies",Un grupo de criminales despiadados contratados para matar a una heredera influyente encuentran su rival en un trío de luchadores sorprendentemente hábiles que acuden en su ayuda.
s3719,Movie,Blood Will Tell,"Miguel Cohan, Miguel Cohan","Oscar Martínez, Dolores Fonzi, Diego Velázquez, Paulina Garcia, Luis Gnecco, Malena Sánchez, Emilio Vodanovich, Norman Briski","Argentina, United States","June 21, 2019",2019,TV-MA,113 min,"Dramas, Independent Movies, International Movies","El patriarca de la familia, Elías, comienza a desmoronarse tras la muerte de su esposa, lo que arroja una luz sospechosa sobre su trágico accidente."
s3720,TV Show,Bolívar,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo","Luis Gerónimo Abreu, José Ramón Barreto, Ernesto Benjumea, Félix Antequera, Jefferson Quiñones, Shany Nadan, María José Vargas, Hans Martínez, Mauro Mauad, Álvaro Bayona, Rosmeri Marval, Irene Esser, Nohely Arteaga",Colombia,"June 21, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Esta dramatización describe la vida (y los amores) del general venezolano Simón Bolívar, quien ayudó a liberar a varios países latinoamericanos de España."
s3721,Movie,EVANGELION: DEATH (TRUE)²,Hideaki Anno,"Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Mugihito, Akira Ishida",Japan,"June 21, 2019",1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies","Quince años después del Segundo Impacto, el apático adolescente Shinji se une al grupo NERV de su padre para luchar contra los Ángeles. Pero la verdad puede destruirlos a todos."
s3722,TV Show,Girls Incarcerated,,,United States,"June 21, 2019",2019,TV-MA,2 Seasons,"Docuseries, Reality TV","Peleas, amistades, citas, reglas. La vida adolescente está llena de drama. Pero detrás de las rejas, hay mucho más en juego..."
s3723,TV Show,Go! Live Your Way,,"Pilar Pascual, Renata Toscano, José Giménez Zapiola, Santiago Saez, Paulo Sanchez Lima, Carmela Barsamian, Axel Muñiz, Majo Cardoso, Majo Chicar, Gastón Ricaud, Laura Azcurra",Argentina,"June 21, 2019",2019,TV-PG,2 Seasons,"Kids' TV, Spanish-Language TV Shows, Teen TV Shows","La carismática Mía obtiene una beca para una escuela de artes escénicas de élite, donde hace amistades cercanas pero choca con la popular hija del dueño."
s3724,TV Show,Magi: The Labyrinth of Magic,,"Kaori Ishihara, Yuki Kaji, Haruka Tomatsu, Daisuke Ono, Ryohei Kimura, Yoshimasa Hosoya, Takahiro Sakurai, Showtaro Morikubo, Yui Horie, Tomokazu Sugita",Japan,"June 21, 2019",2013,TV-MA,2 Seasons,"Anime Series, International TV Shows",Una tierra de ruinas misteriosas y una búsqueda mágica del tesoro esperan al joven Aladdin y a su valiente amigo Alibaba para la aventura de sus vidas.
s3725,TV Show,Neon Genesis Evangelion,,"Megumi Ogata, Kotono Mitsuishi, Yuriko Yamaguchi, Megumi Hayashibara, Yuko Miyamura, Fumihiko Tachiki, Akira Ishida, Motomu Kiyokawa, Hiro Yuki, Miki Nagasawa, Takehito Koyasu, Tomokazu Seki, Tetsuya Iwanaga, Junko Iwao, Mugihito",Japan,"June 21, 2019",1995,TV-MA,1 Season,"Anime Series, International TV Shows","Quince años después del Segundo Impacto, Shinji Ikari se une al grupo NERV de su padre como uno de varios pilotos de mechas adolescentes que luchan contra los monstruosos Ángeles."
